Sample,Total,Assigned,Unassigned_rRNA,Unassigned_Unmapped,Unassigned_Read_Type,Unassigned_Singleton,Unassigned_MappingQuality,Unassigned_Chimera,Unassigned_FragmentLength,Unassigned_Duplicate,Unassigned_MultiMapping,Unassigned_Secondary,Unassigned_NonSplit,Unassigned_NoFeatures,Unassigned_Overlapping_Length,Unassigned_Ambiguity,percent_assigned,reads_processed,reads_aligned,reads_aligned_percentage,not_aligned,not_aligned_percentage,Filename,File type,Encoding,Total Sequences,Sequences flagged as poor quality,Sequence length,%GC,total_deduplicated_percentage,avg_sequence_length,basic_statistics,per_base_sequence_quality,per_tile_sequence_quality,per_sequence_quality_scores,per_base_sequence_content,per_sequence_gc_content,per_base_n_content,sequence_length_distribution,sequence_duplication_levels,overrepresented_sequences,adapter_content,cutadapt_version,r_processed,r_with_adapters,r_written,bp_processed,quality_trimmed,bp_written,percent_trimmed,pe_sense,pe_antisense,failed,se_sense,se_antisense
SNPv1_C_L-Serine_2,7844134,5113653,357751,191085,0,0,0,0,15453,0,0,0,0,1898019,219861,48312,65.19079097832852,7844134.0,7653049.0,97.56,191085.0,2.44,SNPv1_C_L-Serine_2_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7844134.0,0.0,20-75,51.0,27.219533546767565,73.66663751537136,pass,pass,fail,pass,fail,pass,pass,warn,fail,fail,pass,2.6,7846195,2273571,7846195,588464625,92620,584466502,0.679416031167549,0.0394,0.4622,0.4984,,
SNPv1_C_Maltose_1,7742378,3083613,708263,1822073,0,0,0,0,66747,0,0,0,0,1886153,162356,13173,39.82772476363205,7742378.0,5920305.0,76.47,1822073.0,23.53,SNPv1_C_Maltose_1_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7742378.0,0.0,20-75,51.0,12.31393260501475,72.9347484713353,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,2.6,7744588,2578833,7744588,580844100,136863,570572307,1.768425124745177,0.0343,0.4407,0.525,,
SNPv1_C_Maltose_2,8483750,3504284,535562,1946855,0,0,0,0,43279,0,0,0,0,2228143,203875,21752,41.3058376307647,8483750.0,6536895.0,77.05,1946855.0,22.95,SNPv1_C_Maltose_2_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8483750.0,0.0,20-75,50.0,13.406834151960789,73.26718891999411,pass,pass,fail,pass,fail,pass,pass,warn,fail,fail,pass,2.6,8486151,3042281,8486151,636461325,273447,627816217,1.3583084565271897,0.0288,0.4929,0.4782,,
SNPv1_C_Maltotriose_1,9516929,6568478,651553,366081,0,0,0,0,23885,0,0,0,0,1656002,183046,67884,69.01888203642163,9516929.0,9150848.0,96.15,366081.0,3.85,SNPv1_C_Maltotriose_1_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9516929.0,0.0,20-75,51.0,22.81903068202002,73.6088605893771,pass,pass,fail,pass,fail,pass,pass,warn,fail,fail,pass,2.6,9520038,2779743,9520038,714002850,106285,708443671,0.7785933907686784,0.0454,0.3732,0.5814,,
SNPv1_C_Maltotriose_2,7647572,5506115,351781,243112,0,0,0,0,36837,0,0,0,0,1206329,213715,89683,71.99821067392371,7647572.0,7404460.0,96.82,243112.0,3.18,SNPv1_C_Maltotriose_2_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7647572.0,0.0,20-75,51.0,22.748617525084093,73.71219048346325,pass,pass,warn,pass,fail,warn,pass,warn,fail,warn,pass,2.6,7649995,2477313,7649995,573749625,358020,569147286,0.8021511125170669,0.047,0.3857,0.5673,,
SNPv1_C_Methylpyruvate_1,8819329,1493074,315442,288218,0,0,0,0,12382,0,0,0,0,6583088,103762,23363,16.929564596127438,8819329.0,8531111.0,96.73,288218.0,3.27,SNPv1_C_Methylpyruvate_1_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8819329.0,0.0,20-75,51.0,13.408800813020244,73.58938554168917,pass,pass,fail,pass,fail,fail,pass,warn,fail,fail,pass,2.6,8820770,3243584,8820770,661557750,295724,655477483,0.9190833302156916,0.0152,0.7802,0.2046,,
SNPv1_C_Methylpyruvate_2,6914582,751795,509286,291128,0,0,0,0,14712,0,0,0,0,5281326,56649,9686,10.872602277332168,6914582.0,6623454.0,95.79,291128.0,4.21,SNPv1_C_Methylpyruvate_2_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6914582.0,0.0,20-75,51.0,11.456231405651724,73.38960880064768,pass,pass,fail,pass,fail,fail,pass,warn,fail,fail,pass,2.6,6915519,2754354,6915519,518663925,216705,512464405,1.1952865239278017,0.0174,0.767,0.2157,,
SNPv1_C_Mucic_acid_1,10124410,5064268,343638,203982,0,0,0,0,47481,0,0,0,0,4114526,265004,85511,50.0203764960131,10124410.0,9920428.0,97.99,203982.0,2.01,SNPv1_C_Mucic_acid_1_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10124410.0,0.0,20-75,51.0,20.86783391873252,73.64483224207633,pass,pass,fail,pass,fail,warn,pass,warn,fail,fail,pass,2.6,10128259,3373675,10128259,759619425,486993,753104239,0.8576908101053367,0.0456,0.5207,0.4336,,
SNPv1_C_Mucic_acid_2,9028332,4658549,404762,167239,0,0,0,0,58594,0,0,0,0,3394825,249199,95164,51.5992212071953,9028332.0,8861093.0,98.15,167239.0,1.85,SNPv1_C_Mucic_acid_2_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9028332.0,0.0,20-75,51.0,15.96157784154688,73.62106112181077,pass,pass,warn,pass,fail,fail,pass,warn,fail,fail,pass,2.6,9031304,3092157,9031304,677347800,421117,670453067,1.0179014385224252,0.0449,0.5003,0.4548,,
SNPv1_C_N-Acetyl-D-Glucosamine_1,7036270,4868729,309171,239315,0,0,0,0,91025,0,0,0,0,1153017,243370,131643,69.19474380602223,7036270.0,6796955.0,96.6,239315.0,3.4,SNPv1_C_N-Acetyl-D-Glucosamine_1_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7036270.0,0.0,20-75,49.0,16.733776398657916,73.79920014439469,pass,pass,fail,pass,fail,warn,pass,warn,fail,fail,pass,2.6,7037938,2211683,7037938,527845350,273474,524482297,0.6371284695413154,0.0424,0.4068,0.5508,,
SNPv1_C_N-Acetyl-D-Glucosamine_2,6848199,4324009,935444,231833,0,0,0,0,48557,0,0,0,0,1005736,197063,105557,63.1408199440466,6848199.0,6616366.0,96.61,231833.0,3.39,SNPv1_C_N-Acetyl-D-Glucosamine_2_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6848199.0,0.0,20-75,50.0,19.4637828326245,73.7974848569675,pass,pass,fail,pass,fail,warn,pass,warn,fail,fail,pass,2.6,6849467,1987566,6849467,513710025,81488,510870293,0.5527889007032712,0.0385,0.3704,0.5911,,
SNPv1_C_N-Acetyl-Neuraminic_acid_1,8904031,6095471,337394,219226,0,0,0,0,44000,0,0,0,0,1839470,266203,102267,68.45743236967617,8904031.0,8684805.0,97.54,219226.0,2.46,SNPv1_C_N-Acetyl-Neuraminic_acid_1_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8904031.0,0.0,20-75,50.0,21.157510781147625,73.7066256844793,pass,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,2.6,8906263,2912363,8906263,667969725,321232,662517569,0.816228010932681,0.0514,0.4007,0.5479,,
SNPv1_C_N-Acetyl-Neuraminic_acid_2,6883361,4424476,304532,178121,0,0,0,0,28885,0,0,0,0,1673516,207050,66781,64.27784333845051,6883361.0,6705240.0,97.41,178121.0,2.59,SNPv1_C_N-Acetyl-Neuraminic_acid_2_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6883361.0,0.0,20-75,49.0,25.08216679744003,73.67367656585206,pass,pass,fail,pass,fail,warn,pass,warn,fail,fail,pass,2.6,6885224,1984853,6885224,516391800,107058,512795889,0.6963532341140971,0.0572,0.4041,0.5387,,
SNPv1_C_Pyruvic_acid_1,9656357,3770107,454324,1588321,0,0,0,0,39214,0,0,0,0,3537688,236665,30038,39.04274665901436,9656357.0,8068036.0,83.55,1588321.0,16.45,SNPv1_C_Pyruvic_acid_1_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9656357.0,0.0,20-75,50.0,11.018211637672843,73.41296412301243,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,2.6,9658480,3075307,9658480,724386000,112480,716204563,1.1294305798289863,0.0237,0.5216,0.4547,,
SNPv1_C_Pyruvic_acid_2,8571751,4368411,183516,818433,0,0,0,0,9241,0,0,0,0,2912395,257345,22410,50.96287794640792,8571751.0,7753318.0,90.45,818433.0,9.55,SNPv1_C_Pyruvic_acid_2_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8571751.0,0.0,20-75,50.0,11.028677076630908,73.66176782316705,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,2.6,8572853,2939053,8572853,642963975,182760,637066801,0.9171857567914284,0.0219,0.4597,0.5184,,
SNPv1_C_Uridine_1,11536220,6844172,1170790,205823,0,0,0,0,105625,0,0,0,0,2679765,443481,86564,59.32768272449728,11536220.0,11330397.0,98.22,205823.0,1.78,SNPv1_C_Uridine_1_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11536220.0,0.0,20-76,50.0,14.67937513166808,74.69778280927375,pass,pass,fail,pass,fail,warn,pass,warn,fail,fail,pass,2.6,11538380,3792810,11538380,869236410,435570,863658082,0.641750384110118,0.0479,0.4276,0.5244,,
SNPv1_C_Uridine_2,10361295,6290536,900946,193597,0,0,0,0,120163,0,0,0,0,2380209,395614,80230,60.71187047565,10361295.0,10167698.0,98.13,193597.0,1.87,SNPv1_C_Uridine_2_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10361295.0,0.0,20-76,49.0,17.42871665621994,74.47825527600556,pass,pass,warn,pass,fail,warn,pass,warn,fail,fail,pass,2.6,10363503,3311204,10363503,787626228,173697,775685411,1.5160512150948835,0.0508,0.4333,0.5159,,
SNPv1_C_a-D-Lactose_1,9629356,4311965,814112,203660,0,0,0,0,47674,0,0,0,0,3948835,222911,80199,44.779370499958674,9629356.0,9425696.0,97.89,203660.0,2.11,SNPv1_C_a-D-Lactose_1_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9629356.0,0.0,20-75,52.0,16.505329313001045,73.6462101930804,pass,pass,warn,pass,fail,fail,pass,warn,fail,fail,pass,2.6,9636094,2795275,9636094,722707050,99667,717055864,0.7819469866801493,0.044,0.4789,0.477,,
SNPv1_C_a-D-Lactose_2,8066903,4833197,269833,154357,0,0,0,0,43584,0,0,0,0,2430064,244615,91253,59.91390996024125,8066903.0,7912546.0,98.09,154357.0,1.91,SNPv1_C_a-D-Lactose_2_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8066903.0,0.0,20-75,51.0,24.06872711782256,73.7086073800565,pass,pass,fail,pass,fail,pass,pass,warn,fail,fail,pass,2.6,8071559,2273133,8071559,605366925,82889,601635799,0.6163412380020596,0.0416,0.4698,0.4886,,
SNPv1_C_a-Ketoglutaric_acid_1,10513626,6405049,498861,436942,0,0,0,0,40920,0,0,0,0,2729772,310998,91084,60.921408085088814,10513626.0,10076684.0,95.84,436942.0,4.16,SNPv1_C_a-Ketoglutaric_acid_1_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10513626.0,0.0,20-75,50.0,15.531123190155634,73.716263827532,pass,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,2.6,10515822,3410336,10515822,788686650,352237,782329376,0.8060582742208201,0.0599,0.4469,0.4932,,
SNPv1_C_a-Ketoglutaric_acid_2,7975207,5052856,322298,310778,0,0,0,0,40359,0,0,0,0,1938094,222864,87958,63.35705142198817,7975207.0,7664429.0,96.1,310778.0,3.9,SNPv1_C_a-Ketoglutaric_acid_2_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7975207.0,0.0,20-75,51.0,17.136462479731097,73.7462699087309,pass,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,2.6,7976894,2298571,7976894,598267050,77782,594367633,0.6517853523773371,0.0504,0.4517,0.4979,,
SNPv1_C_b-Methyl-D-Galactoside_1,7008661,4069584,472924,185857,0,0,0,0,20495,0,0,0,0,2032119,180609,47073,58.0650712026163,7008661.0,6822804.0,97.35,185857.0,2.65,SNPv1_C_b-Methyl-D-Galactoside_1_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7008661.0,0.0,20-75,50.0,26.61591722470424,73.62842574351934,pass,pass,fail,pass,fail,pass,pass,warn,fail,fail,pass,2.6,7010183,1992419,7010183,525763725,90363,522077451,0.701127488397949,0.0444,0.4654,0.4902,,
SNPv1_C_b-Methyl-D-Galactoside_2,7909786,5083592,310641,197457,0,0,0,0,23314,0,0,0,0,2013872,220794,60116,64.26965280729466,7909786.0,7712329.0,97.5,197457.0,2.5,SNPv1_C_b-Methyl-D-Galactoside_2_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7909786.0,0.0,20-75,51.0,22.9252112235956,73.70742571290803,pass,pass,warn,pass,fail,warn,pass,warn,fail,fail,pass,2.6,7911555,2278399,7911555,593366625,96059,589190489,0.703803655960596,0.0398,0.4561,0.5041,,
SNPv1_C_m-Tartaric_acid_1,8978059,4037148,1401770,293351,0,0,0,0,46793,0,0,0,0,2941565,188890,68542,44.966824120892944,8978059.0,8684708.0,96.73,293351.0,3.27,SNPv1_C_m-Tartaric_acid_1_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8978059.0,0.0,20-75,51.0,18.26186528981701,73.52058568561424,pass,pass,warn,pass,fail,fail,pass,warn,fail,fail,pass,2.6,8979759,2675051,8979759,673481925,100990,666982286,0.9650799462806668,0.0468,0.4607,0.4925,,
SNPv1_C_m-Tartaric_acid_2,10297291,5273391,655122,394217,0,0,0,0,34638,0,0,0,0,3635792,217839,86292,51.21143997969951,10297291.0,9903074.0,96.17,394217.0,3.83,SNPv1_C_m-Tartaric_acid_2_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10297291.0,0.0,20-75,50.0,19.41048979730416,73.59459881244494,pass,pass,fail,pass,fail,warn,pass,warn,fail,fail,pass,2.6,10299590,3484742,10299590,772469250,374320,765378592,0.9179210693500096,0.0443,0.5063,0.4494,,
SNPv1_N_Adenine_1,9307178,5054087,2011516,224788,0,0,0,0,52571,0,0,0,0,1665752,227463,71001,54.303108847816176,9307178.0,9082390.0,97.58,224788.0,2.42,SNPv1_N_Adenine_1_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9307178.0,0.0,20-75,52.0,24.71627474326196,73.48669123981512,pass,pass,warn,pass,fail,warn,pass,warn,fail,fail,pass,2.6,9310110,3256056,9310110,698258250,402946,690139749,1.1626788512702857,0.0356,0.3517,0.6127,,
SNPv1_N_Adenine_2,8991237,5178971,1109975,396486,0,0,0,0,69061,0,0,0,0,1985764,204402,46578,57.600205622429925,8991237.0,8594751.0,95.59,396486.0,4.41,SNPv1_N_Adenine_2_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8991237.0,0.0,20-75,51.0,25.422384399039444,73.19453352191695,pass,pass,fail,pass,fail,warn,pass,warn,fail,fail,pass,2.6,8993329,2804947,8993329,674499675,94769,665443091,1.3427113956726515,0.0587,0.3789,0.5624,,
SNPv1_N_Adenosine_1,10164747,5510168,2261238,341366,0,0,0,0,193869,0,0,0,0,1539119,276608,42379,54.20860942234962,10164747.0,9823381.0,96.64,341366.0,3.36,SNPv1_N_Adenosine_1_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10164747.0,0.0,20-76,52.0,18.957474542453184,73.05852000054699,pass,pass,warn,pass,fail,pass,pass,warn,fail,warn,pass,2.6,10166357,3953041,10166357,772643132,199924,747108376,3.3048576946387715,0.0368,0.356,0.6072,,
SNPv1_N_Adenosine_2,8437010,5343978,1170206,190021,0,0,0,0,64271,0,0,0,0,1347648,272616,48270,63.33971395079536,8437010.0,8246989.0,97.75,190021.0,2.25,SNPv1_N_Adenosine_2_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8437010.0,0.0,20-76,51.0,17.62218793635995,74.46699719450373,pass,pass,fail,pass,fail,warn,pass,warn,fail,fail,pass,2.6,8438347,2650885,8438347,633799351,279484,629843377,0.6241681998819213,0.0368,0.3955,0.5678,,
SNPv1_N_Cytidine_1,6948623,3590742,2079780,78919,0,0,0,0,180536,0,0,0,0,838344,161402,18900,51.67559097680217,6948623.0,6869704.0,98.86,78919.0,1.14,SNPv1_N_Cytidine_1_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6948623.0,0.0,20-76,53.0,18.147830794079635,72.07104947267969,pass,pass,warn,pass,fail,warn,pass,warn,fail,fail,pass,2.6,6949895,2984284,6949895,528192020,231293,503741112,4.629170277884925,0.0225,0.3545,0.623,,
SNPv1_N_Cytidine_2,7156121,3641356,1697073,88874,0,0,0,0,414702,0,0,0,0,1085194,196539,32383,50.88449454669646,7156121.0,7067247.0,98.76,88874.0,1.24,SNPv1_N_Cytidine_2_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7156121.0,0.0,20-76,51.0,19.15522589637372,70.87143272172173,pass,pass,warn,pass,fail,warn,pass,warn,fail,warn,pass,2.6,7157256,2052375,7157256,512551676,228096,509399547,0.6149875510308546,0.0337,0.3702,0.596,,
SNPv1_N_Cytosine_1,8513913,5698814,894045,95133,0,0,0,0,61535,0,0,0,0,1454805,260898,48683,66.93530929902619,8513913.0,8418780.0,98.88,95133.0,1.12,SNPv1_N_Cytosine_1_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8513913.0,0.0,20-76,51.0,16.543903715521015,74.4051756225369,pass,pass,warn,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8515577,2594321,8515577,639737410,350687,635759147,0.6218587404478972,0.0236,0.4391,0.5373,,
SNPv1_N_Cytosine_2,7323770,4133284,1312767,127221,0,0,0,0,223800,0,0,0,0,1272941,215014,38743,56.43656204386539,7323770.0,7196549.0,98.26,127221.0,1.74,SNPv1_N_Cytosine_2_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7323770.0,0.0,20-76,52.0,21.8007231637854,72.50328642215689,pass,pass,warn,pass,fail,pass,pass,warn,fail,warn,pass,2.6,7324837,2222526,7324837,536606787,227759,533215489,0.6319893974803565,0.0306,0.3863,0.583,,
SNPv1_N_D-Alanine_1,7497327,4487022,698344,268248,0,0,0,0,62588,0,0,0,0,1698055,214176,68894,59.84828993053124,7497327.0,7229079.0,96.42,268248.0,3.58,SNPv1_N_D-Alanine_1_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7497327.0,0.0,20-75,51.0,24.664240347742066,73.36591134413638,pass,pass,warn,pass,fail,warn,pass,warn,fail,fail,pass,2.6,7499498,2291123,7499498,562462350,90967,555880536,1.170178590620332,0.0371,0.4171,0.5458,,
SNPv1_N_D-Alanine_2,7880550,4810802,713167,290869,0,0,0,0,61004,0,0,0,0,1687457,238787,78464,61.04652594044831,7880550.0,7589681.0,96.31,290869.0,3.69,SNPv1_N_D-Alanine_2_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7880550.0,0.0,20-75,51.0,25.1468247479887,73.41803985762415,pass,pass,warn,pass,fail,warn,pass,warn,fail,fail,pass,2.6,7882809,2402907,7882809,591210675,98441,584702312,1.100853430970271,0.0399,0.4141,0.546,,
SNPv1_N_Glycine_1,7866889,4286380,790765,333670,0,0,0,0,54653,0,0,0,0,2145806,202527,53088,54.48634142416399,7866889.0,7533219.0,95.76,333670.0,4.24,SNPv1_N_Glycine_1_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7866889.0,0.0,20-75,52.0,24.96081120743072,73.3235699652048,pass,pass,fail,pass,fail,warn,pass,warn,fail,warn,pass,2.6,7868602,2414371,7868602,590145150,116532,583440680,1.1360713546489367,0.0292,0.4717,0.499,,
SNPv1_N_Glycine_2,6732152,3638206,985565,263262,0,0,0,0,63706,0,0,0,0,1569329,171725,40359,54.04224384713833,6732152.0,6468890.0,96.09,263262.0,3.91,SNPv1_N_Glycine_2_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6732152.0,0.0,20-75,52.0,26.96253540223279,73.12352276062691,pass,pass,fail,pass,fail,warn,pass,warn,fail,warn,pass,2.6,6733382,2411676,6733382,505003650,208341,497181406,1.5489480125539683,0.0357,0.4126,0.5517,,
SNPv1_N_Guanosine_1,11135576,5230121,1672245,282433,0,0,0,0,133510,0,0,0,0,3468215,291588,57464,46.96767369734624,11135576.0,10853143.0,97.46,282433.0,2.54,SNPv1_N_Guanosine_1_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11135576.0,0.0,20-76,52.0,15.614017392646987,74.46709716677431,pass,pass,fail,pass,fail,warn,pass,warn,fail,fail,pass,2.6,11140473,3577703,11140473,846675948,259793,832348879,1.6921549541879748,0.0307,0.4429,0.5265,,
SNPv1_N_Guanosine_2,11632448,2105257,2016232,894934,0,0,0,0,649838,0,0,0,0,5771647,178068,16472,18.09814236865705,11632448.0,10737514.0,92.31,894934.0,7.69,SNPv1_N_Guanosine_2_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11632448.0,0.0,20-76,51.0,9.1757800535437,72.02428585969179,pass,pass,fail,pass,fail,fail,pass,warn,fail,fail,pass,2.6,11636317,4249922,11636317,884360092,244765,840857186,4.919139431271397,0.0339,0.5505,0.4156,,
SNPv1_N_L-Alanine_1,10187285,6591407,699784,213929,0,0,0,0,130403,0,0,0,0,1996904,470574,84284,64.70229310360905,10187285.0,9973356.0,97.9,213929.0,2.1,SNPv1_N_L-Alanine_1_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10187285.0,0.0,20-76,50.0,19.520985367821144,74.41246475385738,pass,pass,warn,pass,fail,warn,pass,warn,fail,fail,pass,2.6,10189642,3272665,10189642,774412792,266022,761779282,1.6313663888961174,0.0429,0.4442,0.5129,,
SNPv1_N_L-Alanine_2,9365793,6055162,620954,205685,0,0,0,0,154428,0,0,0,0,1825258,425275,79031,64.65188799282666,9365793.0,9160108.0,97.8,205685.0,2.2,SNPv1_N_L-Alanine_2_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9365793.0,0.0,20-76,50.0,17.97220382539594,74.30039292988859,pass,pass,fail,pass,fail,warn,pass,warn,fail,fail,pass,2.6,9367910,3049295,9367910,711961160,222319,698416601,1.9024294808441515,0.0413,0.4409,0.5177,,
SNPv1_N_L-Arginine_1,11502362,6888897,1020278,283990,0,0,0,0,100288,0,0,0,0,2611038,509674,88197,59.891151052279525,11502362.0,11218372.0,97.53,283990.0,2.47,SNPv1_N_L-Arginine_1_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11502362.0,0.0,20-76,51.0,19.68938360654277,74.7156116282899,pass,pass,fail,pass,fail,warn,pass,warn,fail,fail,pass,2.6,11505258,3614704,11505258,866855564,555205,861300388,0.6408421691805626,0.0372,0.4607,0.5021,,
SNPv1_N_L-Arginine_2,10982156,6619531,865160,270728,0,0,0,0,201451,0,0,0,0,2446235,498014,81037,60.2753320932611,10982156.0,10711428.0,97.53,270728.0,2.47,SNPv1_N_L-Arginine_2_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10982156.0,0.0,20-76,51.0,20.10727912019069,74.05596697042002,pass,pass,warn,pass,fail,warn,pass,warn,fail,warn,pass,2.6,10984825,3397547,10984825,821530108,482098,816373102,0.6277318323189197,0.0405,0.4563,0.5032,,
SNPv1_N_L-Asparagine_1,12293293,8552695,721548,213354,0,0,0,0,113372,0,0,0,0,2108403,464623,119298,69.57204225100631,12293293.0,12079939.0,98.26,213354.0,1.74,SNPv1_N_L-Asparagine_1_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12293293.0,0.0,20-76,50.0,16.660906919190992,74.75894798895625,pass,pass,fail,pass,fail,warn,pass,warn,fail,fail,pass,2.6,12295033,3832402,12295033,934422508,213344,922192003,1.3088838181111109,0.0343,0.4317,0.5341,,
SNPv1_N_L-Asparagine_2,13190454,8918141,776302,243968,0,0,0,0,97870,0,0,0,0,2546401,501659,106113,67.61056897662506,13190454.0,12946486.0,98.15,243968.0,1.85,SNPv1_N_L-Asparagine_2_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13190454.0,0.0,20-76,50.0,15.638103931602702,74.86448032797051,pass,pass,fail,pass,fail,warn,pass,warn,fail,fail,pass,2.6,13192880,4078387,13192880,1002658880,203557,990931639,1.1696142360999189,0.0408,0.4346,0.5247,,
SNPv1_N_L-Aspartic_acid_1,8574967,4548648,1733781,253476,0,0,0,0,54197,0,0,0,0,1748624,189960,46281,53.04566186668707,8574967.0,8321491.0,97.04,253476.0,2.96,SNPv1_N_L-Aspartic_acid_1_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8574967.0,0.0,20-75,53.0,21.33297663055987,73.31740985125657,pass,pass,warn,pass,fail,fail,pass,warn,fail,fail,pass,2.6,8576963,3168526,8576963,643272225,296632,634139882,1.4196700316106452,0.028,0.3824,0.5896,,
SNPv1_N_L-Aspartic_acid_2,8175021,3585416,1472669,391297,0,0,0,0,62270,0,0,0,0,2465617,165256,32496,43.85818703095686,8175021.0,7783724.0,95.21,391297.0,4.79,SNPv1_N_L-Aspartic_acid_2_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8175021.0,0.0,20-75,52.0,24.36989895081529,73.10386456499623,pass,pass,fail,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8176974,3050962,8176974,613273050,302320,603545401,1.5861856313431677,0.0351,0.4244,0.5404,,
SNPv1_N_L-Cysteine_1,9786290,4317368,2625657,267259,0,0,0,0,108324,0,0,0,0,2182663,249783,35236,44.11649358439204,9786290.0,9519031.0,97.27,267259.0,2.73,SNPv1_N_L-Cysteine_1_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9786290.0,0.0,20-76,52.0,18.73269768056124,73.99097717316776,pass,pass,fail,pass,fail,fail,pass,warn,fail,fail,pass,2.6,9788505,3538412,9788505,743926380,275075,726935346,2.283967131263714,0.0406,0.3707,0.5886,,
SNPv1_N_L-Cysteine_2,9405125,3993063,2691197,233988,0,0,0,0,97225,0,0,0,0,2132408,227859,29385,42.45624592974575,9405125.0,9171137.0,97.51,233988.0,2.49,SNPv1_N_L-Cysteine_2_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9405125.0,0.0,20-76,52.0,16.469120154299485,74.07998851689904,pass,pass,fail,pass,fail,warn,pass,warn,fail,fail,pass,2.6,9406912,3063533,9406912,702796107,386186,697889624,0.6981374755964606,0.0364,0.3778,0.5859,,
SNPv1_N_L-Ornithine_1,9964410,5219138,866334,221554,0,0,0,0,109668,0,0,0,0,3183600,307702,56414,52.37779256373432,9964410.0,9742856.0,97.78,221554.0,2.22,SNPv1_N_L-Ornithine_1_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9964410.0,0.0,20-76,50.0,16.342331645932635,74.59285637584162,pass,pass,fail,pass,fail,warn,pass,warn,fail,fail,pass,2.6,9966225,3302745,9966225,749599878,389919,744709957,0.6523374861061544,0.0516,0.4612,0.4872,,
