Experiment	sample_id	study	project	reference_condition	condition	rep_id	Strain Description	Strain	Culture Type	Evolved Sample	Base Media	Temperature (C)	pH	Carbon Source (g/L)	Nitrogen Source (g/L)	Electron Acceptor	Trace Element Mixture	Supplement	Antibiotic for selection	Growth_Phase	Growth Rate (1/hr)	Isolate Type	Additional Details	Sequencing Machine	LibraryLayout	Platform	Biological Replicates	doi	GEO	SRX	Run	R1	R2	contact	creator	passed_fastqc	passed_pct_reads_mapped	passed_reads_mapped_to_CDS	passed_global_correlation	full_name	passed_similar_replicates	passed_number_replicates	run_date	n_replicates	PxK_sample_type	deleted_genes	mutated_genes	overexpressed_genes
p1k_00667	pcoli__MBP__2	pColi	pcoli	p1k_00708;p1k_00709	MBP	2	Escherichia coli K-12 MG1655 MBP	MG1655	Batch	No	M9	37	7	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	Carbenicillin(50)		0.698990644	Clonal	Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours		PAIRED	ILLUMINA	2	doi.org/10.1016/j.ymben.2020.07.002	GSE133607			s3://precise-db/raw_data/pcoli/MBP-2_S20_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/MBP-2_S20_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/MBP-2_S20_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/MBP-2_S20_L004_R1_001.fastq.gz	s3://precise-db/raw_data/pcoli/MBP-2_S20_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/MBP-2_S20_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/MBP-2_S20_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/MBP-2_S20_L004_R2_001.fastq.gz	Justin Tan	Justin Tan	TRUE	TRUE	TRUE	TRUE	pcoli:MBP	TRUE	TRUE	3/8/18	2	genetic_perturbation			
p1k_00668	pcoli__msCOMT__1	pColi	pcoli	p1k_00708;p1k_00709	msCOMT	1	Escherichia coli K-12 MG1655 msCOMT	MG1655	Batch	No	M9	37	7	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	Carbenicillin(50)		0.723878287	Clonal	Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours		PAIRED	ILLUMINA	2	doi.org/10.1016/j.ymben.2020.07.002	GSE133607			s3://precise-db/raw_data/pcoli/msCOMT-1_S21_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/msCOMT-1_S21_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/msCOMT-1_S21_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/msCOMT-1_S21_L004_R1_001.fastq.gz	s3://precise-db/raw_data/pcoli/msCOMT-1_S21_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/msCOMT-1_S21_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/msCOMT-1_S21_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/msCOMT-1_S21_L004_R2_001.fastq.gz	Justin Tan	Justin Tan	TRUE	TRUE	TRUE	TRUE	pcoli:msCOMT	TRUE	TRUE	3/8/18	2	genetic_perturbation			
p1k_00669	pcoli__msCOMT__2	pColi	pcoli	p1k_00708;p1k_00709	msCOMT	2	Escherichia coli K-12 MG1655 msCOMT	MG1655	Batch	No	M9	37	7	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	Carbenicillin(50)		0.740024665	Clonal	Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours		PAIRED	ILLUMINA	2	doi.org/10.1016/j.ymben.2020.07.002	GSE133607			s3://precise-db/raw_data/pcoli/msCOMT-2_S22_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/msCOMT-2_S22_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/msCOMT-2_S22_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/msCOMT-2_S22_L004_R1_001.fastq.gz	s3://precise-db/raw_data/pcoli/msCOMT-2_S22_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/msCOMT-2_S22_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/msCOMT-2_S22_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/msCOMT-2_S22_L004_R2_001.fastq.gz	Justin Tan	Justin Tan	TRUE	TRUE	TRUE	TRUE	pcoli:msCOMT	TRUE	TRUE	3/8/18	2	genetic_perturbation			
p1k_00670	pcoli__ocAANAT__1	pColi	pcoli	p1k_00708;p1k_00709	ocAANAT	1	Escherichia coli K-12 MG1655 ocAANAT	MG1655	Batch	No	M9	37	7	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	Carbenicillin(50)		0.643697206	Clonal	Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours		PAIRED	ILLUMINA	2	doi.org/10.1016/j.ymben.2020.07.002	GSE133607			s3://precise-db/raw_data/pcoli/ocAANAT-1_S5_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ocAANAT-1_S5_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ocAANAT-1_S5_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ocAANAT-1_S5_L004_R1_001.fastq.gz	s3://precise-db/raw_data/pcoli/ocAANAT-1_S5_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ocAANAT-1_S5_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ocAANAT-1_S5_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ocAANAT-1_S5_L004_R2_001.fastq.gz	Justin Tan	Justin Tan	TRUE	TRUE	TRUE	TRUE	pcoli:ocAANAT	TRUE	TRUE	3/8/18	2	genetic_perturbation			
p1k_00671	pcoli__ocAANAT__2	pColi	pcoli	p1k_00708;p1k_00709	ocAANAT	2	Escherichia coli K-12 MG1655 ocAANAT	MG1655	Batch	No	M9	37	7	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	Carbenicillin(50)		0.641931589	Clonal	Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours		PAIRED	ILLUMINA	2	doi.org/10.1016/j.ymben.2020.07.002	GSE133607			s3://precise-db/raw_data/pcoli/ocAANAT-2_S6_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ocAANAT-2_S6_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ocAANAT-2_S6_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ocAANAT-2_S6_L004_R1_001.fastq.gz	s3://precise-db/raw_data/pcoli/ocAANAT-2_S6_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ocAANAT-2_S6_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ocAANAT-2_S6_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ocAANAT-2_S6_L004_R2_001.fastq.gz	Justin Tan	Justin Tan	TRUE	TRUE	TRUE	TRUE	pcoli:ocAANAT	TRUE	TRUE	3/8/18	2	genetic_perturbation			
p1k_00672	pcoli__osTDC_K374H__1	pColi	pcoli	p1k_00708;p1k_00709	osTDC_K374H	1	Escherichia coli K-12 MG1655 osTDC_K374H	MG1655	Batch	No	M9	37	7	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	Carbenicillin(50)		0.60659473	Clonal	Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours		PAIRED	ILLUMINA	2	doi.org/10.1016/j.ymben.2020.07.002	GSE133607			s3://precise-db/raw_data/pcoli/osTDC-K374H-1_S5_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374H-1_S5_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374H-1_S5_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374H-1_S5_L004_R1_001.fastq.gz	s3://precise-db/raw_data/pcoli/osTDC-K374H-1_S5_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374H-1_S5_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374H-1_S5_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374H-1_S5_L004_R2_001.fastq.gz	Justin Tan	Justin Tan	TRUE	TRUE	TRUE	TRUE	pcoli:osTDC_K374H	TRUE	TRUE	3/8/18	2	genetic_perturbation			
p1k_00673	pcoli__osTDC_K374H__2	pColi	pcoli	p1k_00708;p1k_00709	osTDC_K374H	2	Escherichia coli K-12 MG1655 osTDC_K374H	MG1655	Batch	No	M9	37	7	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	Carbenicillin(50)		0.604326957	Clonal	Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours		PAIRED	ILLUMINA	2	doi.org/10.1016/j.ymben.2020.07.002	GSE133607			s3://precise-db/raw_data/pcoli/osTDC-K374H-2_S6_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374H-2_S6_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374H-2_S6_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374H-2_S6_L004_R1_001.fastq.gz	s3://precise-db/raw_data/pcoli/osTDC-K374H-2_S6_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374H-2_S6_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374H-2_S6_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374H-2_S6_L004_R2_001.fastq.gz	Justin Tan	Justin Tan	TRUE	TRUE	TRUE	TRUE	pcoli:osTDC_K374H	TRUE	TRUE	3/8/18	2	genetic_perturbation			
p1k_00674	pcoli__osTDC_K374L__1	pColi	pcoli	p1k_00708;p1k_00709	osTDC_K374L	1	Escherichia coli K-12 MG1655 osTDC_K374L	MG1655	Batch	No	M9	37	7	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	Carbenicillin(50)		0.708431312	Clonal	Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours		PAIRED	ILLUMINA	2	doi.org/10.1016/j.ymben.2020.07.002	GSE133607			s3://precise-db/raw_data/pcoli/osTDC-K374L-1_S7_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374L-1_S7_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374L-1_S7_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374L-1_S7_L004_R1_001.fastq.gz	s3://precise-db/raw_data/pcoli/osTDC-K374L-1_S7_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374L-1_S7_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374L-1_S7_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374L-1_S7_L004_R2_001.fastq.gz	Justin Tan	Justin Tan	TRUE	TRUE	TRUE	TRUE	pcoli:osTDC_K374L	TRUE	TRUE	3/8/18	2	genetic_perturbation			
p1k_00675	pcoli__osTDC_K374L__2	pColi	pcoli	p1k_00708;p1k_00709	osTDC_K374L	2	Escherichia coli K-12 MG1655 osTDC_K374L	MG1655	Batch	No	M9	37	7	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	Carbenicillin(50)		0.70883001	Clonal	Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours		PAIRED	ILLUMINA	2	doi.org/10.1016/j.ymben.2020.07.002	GSE133607			s3://precise-db/raw_data/pcoli/osTDC-K374L-2_S8_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374L-2_S8_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374L-2_S8_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374L-2_S8_L004_R1_001.fastq.gz	s3://precise-db/raw_data/pcoli/osTDC-K374L-2_S8_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374L-2_S8_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374L-2_S8_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374L-2_S8_L004_R2_001.fastq.gz	Justin Tan	Justin Tan	TRUE	TRUE	TRUE	TRUE	pcoli:osTDC_K374L	TRUE	TRUE	3/8/18	2	genetic_perturbation			
p1k_00676	pcoli__osTDC_K374Q__1	pColi	pcoli	p1k_00708;p1k_00709	osTDC_K374Q	1	Escherichia coli K-12 MG1655 osTDC_K374Q	MG1655	Batch	No	M9	37	7	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	Carbenicillin(50)		0.550405046	Clonal	Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours		PAIRED	ILLUMINA	2	doi.org/10.1016/j.ymben.2020.07.002	GSE133607			s3://precise-db/raw_data/pcoli/osTDC-K374Q-1_S3_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374Q-1_S3_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374Q-1_S3_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374Q-1_S3_L004_R1_001.fastq.gz	s3://precise-db/raw_data/pcoli/osTDC-K374Q-1_S3_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374Q-1_S3_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374Q-1_S3_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374Q-1_S3_L004_R2_001.fastq.gz	Justin Tan	Justin Tan	TRUE	TRUE	TRUE	TRUE	pcoli:osTDC_K374Q	TRUE	TRUE	3/8/18	2	genetic_perturbation			
p1k_00677	pcoli__osTDC_K374Q__2	pColi	pcoli	p1k_00708;p1k_00709	osTDC_K374Q	2	Escherichia coli K-12 MG1655 osTDC_K374Q	MG1655	Batch	No	M9	37	7	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	Carbenicillin(50)		0.541095779	Clonal	Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours		PAIRED	ILLUMINA	2	doi.org/10.1016/j.ymben.2020.07.002	GSE133607			s3://precise-db/raw_data/pcoli/osTDC-K374Q-2_S4_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374Q-2_S4_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374Q-2_S4_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374Q-2_S4_L004_R1_001.fastq.gz	s3://precise-db/raw_data/pcoli/osTDC-K374Q-2_S4_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374Q-2_S4_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374Q-2_S4_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-K374Q-2_S4_L004_R2_001.fastq.gz	Justin Tan	Justin Tan	TRUE	TRUE	TRUE	TRUE	pcoli:osTDC_K374Q	TRUE	TRUE	3/8/18	2	genetic_perturbation			
p1k_00678	pcoli__osTDC_L360V__1	pColi	pcoli	p1k_00708;p1k_00709	osTDC_L360V	1	Escherichia coli K-12 MG1655 osTDC_L360V	MG1655	Batch	No	M9	37	7	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	Carbenicillin(50)		0.62758389	Clonal	Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours		PAIRED	ILLUMINA	2	doi.org/10.1016/j.ymben.2020.07.002	GSE133607			s3://precise-db/raw_data/pcoli/osTDC-L360V-1_S15_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-L360V-1_S15_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-L360V-1_S15_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-L360V-1_S15_L004_R1_001.fastq.gz	s3://precise-db/raw_data/pcoli/osTDC-L360V-1_S15_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-L360V-1_S15_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-L360V-1_S15_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-L360V-1_S15_L004_R2_001.fastq.gz	Justin Tan	Justin Tan	TRUE	TRUE	TRUE	TRUE	pcoli:osTDC_L360V	TRUE	TRUE	3/8/18	2	genetic_perturbation			
p1k_00679	pcoli__osTDC_L360V__2	pColi	pcoli	p1k_00708;p1k_00709	osTDC_L360V	2	Escherichia coli K-12 MG1655 osTDC_L360V	MG1655	Batch	No	M9	37	7	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	Carbenicillin(50)		0.638521686	Clonal	Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours		PAIRED	ILLUMINA	2	doi.org/10.1016/j.ymben.2020.07.002	GSE133607			s3://precise-db/raw_data/pcoli/osTDC-L360V-2_S16_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-L360V-2_S16_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-L360V-2_S16_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-L360V-2_S16_L004_R1_001.fastq.gz	s3://precise-db/raw_data/pcoli/osTDC-L360V-2_S16_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-L360V-2_S16_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-L360V-2_S16_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/osTDC-L360V-2_S16_L004_R2_001.fastq.gz	Justin Tan	Justin Tan	TRUE	TRUE	TRUE	TRUE	pcoli:osTDC_L360V	TRUE	TRUE	3/8/18	2	genetic_perturbation			
p1k_00680	pcoli__pmTPH__1	pColi	pcoli	p1k_00708;p1k_00709	pmTPH	1	Escherichia coli K-12 MG1655 pmTPH	MG1655	Batch	No	M9	37	7	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	Carbenicillin(50)		0.731386795	Clonal	Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours		PAIRED	ILLUMINA	2	doi.org/10.1016/j.ymben.2020.07.002	GSE133607			s3://precise-db/raw_data/pcoli/pmTPH-1_S9_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/pmTPH-1_S9_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/pmTPH-1_S9_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/pmTPH-1_S9_L004_R1_001.fastq.gz	s3://precise-db/raw_data/pcoli/pmTPH-1_S9_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/pmTPH-1_S9_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/pmTPH-1_S9_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/pmTPH-1_S9_L004_R2_001.fastq.gz	Justin Tan	Justin Tan	TRUE	TRUE	TRUE	TRUE	pcoli:pmTPH	TRUE	TRUE	3/8/18	2	genetic_perturbation			
p1k_00681	pcoli__pmTPH__2	pColi	pcoli	p1k_00708;p1k_00709	pmTPH	2	Escherichia coli K-12 MG1655 pmTPH	MG1655	Batch	No	M9	37	7	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	Carbenicillin(50)		0.716795538	Clonal	Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours		PAIRED	ILLUMINA	2	doi.org/10.1016/j.ymben.2020.07.002	GSE133607			s3://precise-db/raw_data/pcoli/pmTPH-2_S10_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/pmTPH-2_S10_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/pmTPH-2_S10_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/pmTPH-2_S10_L004_R1_001.fastq.gz	s3://precise-db/raw_data/pcoli/pmTPH-2_S10_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/pmTPH-2_S10_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/pmTPH-2_S10_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/pmTPH-2_S10_L004_R2_001.fastq.gz	Justin Tan	Justin Tan	TRUE	TRUE	TRUE	TRUE	pcoli:pmTPH	TRUE	TRUE	3/8/18	2	genetic_perturbation			
p1k_00682	pcoli__RFC__1	pColi	pcoli	p1k_00708;p1k_00709	RFC	1	Escherichia coli K-12 MG1655 RFC	MG1655	Batch	No	M9	37	7	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	Carbenicillin(50)		0.507175973	Clonal	Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours		PAIRED	ILLUMINA	2	doi.org/10.1016/j.ymben.2020.07.002	GSE133607			s3://precise-db/raw_data/pcoli/RFC-1_S5_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFC-1_S5_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFC-1_S5_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFC-1_S5_L004_R1_001.fastq.gz	s3://precise-db/raw_data/pcoli/RFC-1_S5_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFC-1_S5_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFC-1_S5_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFC-1_S5_L004_R2_001.fastq.gz	Justin Tan	Justin Tan	TRUE	TRUE	TRUE	TRUE	pcoli:RFC	TRUE	TRUE	3/8/18	2	genetic_perturbation			
p1k_00683	pcoli__RFC__2	pColi	pcoli	p1k_00708;p1k_00709	RFC	2	Escherichia coli K-12 MG1655 RFC	MG1655	Batch	No	M9	37	7	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	Carbenicillin(50)		0.501488162	Clonal	Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours		PAIRED	ILLUMINA	2	doi.org/10.1016/j.ymben.2020.07.002	GSE133607			s3://precise-db/raw_data/pcoli/RFC-2_S6_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFC-2_S6_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFC-2_S6_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFC-2_S6_L004_R1_001.fastq.gz	s3://precise-db/raw_data/pcoli/RFC-2_S6_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFC-2_S6_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFC-2_S6_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFC-2_S6_L004_R2_001.fastq.gz	Justin Tan	Justin Tan	TRUE	TRUE	TRUE	TRUE	pcoli:RFC	TRUE	TRUE	3/8/18	2	genetic_perturbation			
p1k_00684	pcoli__RFCctrl__1	pColi	pcoli	p1k_00708;p1k_00709	RFCctrl	1	Escherichia coli K-12 MG1655 RFC_optimized	MG1655	Batch	No	M9	37	7	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	Carbenicillin(50)		0.403513176	Clonal	Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours		PAIRED	ILLUMINA	4	doi.org/10.1016/j.ymben.2020.07.002	GSE133607			s3://precise-db/raw_data/pcoli/RFCctrol-1_S1_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFCctrol-1_S1_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFCctrol-1_S1_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFCctrol-1_S1_L004_R1_001.fastq.gz	s3://precise-db/raw_data/pcoli/RFCctrol-1_S1_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFCctrol-1_S1_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFCctrol-1_S1_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFCctrol-1_S1_L004_R2_001.fastq.gz	Justin Tan	Justin Tan	TRUE	TRUE	TRUE	TRUE	pcoli:RFCctrl	TRUE	TRUE	3/8/18	2	genetic_perturbation			
p1k_00685	pcoli__RFCctrl__2	pColi	pcoli	p1k_00708;p1k_00709	RFCctrl	2	Escherichia coli K-12 MG1655 RFC_optimized	MG1655	Batch	No	M9	37	7	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	Carbenicillin(50)		0.370645637	Clonal	Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours		PAIRED	ILLUMINA	4	doi.org/10.1016/j.ymben.2020.07.002	GSE133607			s3://precise-db/raw_data/pcoli/RFCctrol-2_S2_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFCctrol-2_S2_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFCctrol-2_S2_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFCctrol-2_S2_L004_R1_001.fastq.gz	s3://precise-db/raw_data/pcoli/RFCctrol-2_S2_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFCctrol-2_S2_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFCctrol-2_S2_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFCctrol-2_S2_L004_R2_001.fastq.gz	Justin Tan	Justin Tan	TRUE	TRUE	TRUE	TRUE	pcoli:RFCctrl	TRUE	TRUE	3/8/18	2	genetic_perturbation			
p1k_00686	pcoli__RFCnopause__1	pColi	pcoli	p1k_00708;p1k_00709	RFCnopause	1	Escherichia coli K-12 MG1655 RFCnopause	MG1655	Batch	No	M9	37	7	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	Carbenicillin(50)		0.450330052	Clonal	Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours		PAIRED	ILLUMINA	2	doi.org/10.1016/j.ymben.2020.07.002	GSE133607			s3://precise-db/raw_data/pcoli/RFCnopause-1_S3_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFCnopause-1_S3_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFCnopause-1_S3_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFCnopause-1_S3_L004_R1_001.fastq.gz	s3://precise-db/raw_data/pcoli/RFCnopause-1_S3_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFCnopause-1_S3_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFCnopause-1_S3_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/RFCnopause-1_S3_L004_R2_001.fastq.gz	Justin Tan	Justin Tan	TRUE	TRUE	TRUE	TRUE	pcoli:RFCnopause	TRUE	TRUE	3/8/18	2	genetic_perturbation			
